Date,n-transactions-total
3/10/2016,115560676
3/11/2016,115560676
3/12/2016,115560676
3/13/2016,115560676
3/14/2016,116067327
3/15/2016,116067327
3/16/2016,116067327
3/17/2016,116675024
3/18/2016,116675024
3/19/2016,116675024
3/20/2016,117267257
3/21/2016,117267257
3/22/2016,117267257
3/23/2016,117848968
3/24/2016,117848968
3/25/2016,117848968
3/26/2016,118398008
3/27/2016,118398008
3/28/2016,118398008
3/29/2016,118912333
3/30/2016,118912333
3/31/2016,118912333
4/1/2016,119519077
4/2/2016,119519077
4/3/2016,119519077
4/4/2016,120091897
4/5/2016,120091897
4/6/2016,120091897
4/7/2016,120735083
4/8/2016,120735083
4/9/2016,120735083
4/10/2016,121366578
4/11/2016,121366578
4/12/2016,121366578
4/13/2016,122022428
4/14/2016,122022428
4/15/2016,122022428
4/16/2016,122687563
4/17/2016,122687563
4/18/2016,122687563
4/19/2016,123281808
4/20/2016,123281808
4/21/2016,123281808
4/22/2016,123938446
4/23/2016,123938446
4/24/2016,123938446
4/25/2016,124517359
4/26/2016,124517359
4/27/2016,124517359
4/28/2016,125225958
4/29/2016,125225958
4/30/2016,125225958
5/1/2016,125951328
5/2/2016,125951328
5/3/2016,125951328
5/4/2016,126600030
5/5/2016,126600030
5/6/2016,126600030
5/7/2016,127297075
5/8/2016,127297075
5/9/2016,127297075
5/10/2016,127915571
5/11/2016,127915571
5/12/2016,127915571
5/13/2016,128624687
5/14/2016,128624687
5/15/2016,128624687
5/16/2016,129267248
5/17/2016,129267248
5/18/2016,129267248
5/19/2016,129981129
5/20/2016,129981129
5/21/2016,129981129
5/22/2016,130599207
5/23/2016,130599207
5/24/2016,130599207
5/25/2016,131255015
5/26/2016,131255015
5/27/2016,131255015
5/28/2016,131936652
5/29/2016,131936652
5/30/2016,131936652
5/31/2016,132520907
6/1/2016,132520907
6/2/2016,132520907
6/3/2016,133202151
6/4/2016,133202151
6/5/2016,133202151
6/6/2016,133821173
6/7/2016,133821173
6/8/2016,133821173
6/9/2016,134505441
6/10/2016,134505441
6/11/2016,134505441
6/12/2016,135182216
6/13/2016,135182216
6/14/2016,135182216
6/15/2016,135891947
6/16/2016,135891947
6/17/2016,135891947
6/18/2016,136671263
6/19/2016,136671263
6/20/2016,136671263
6/21/2016,137374266
6/22/2016,137374266
6/23/2016,137374266
6/24/2016,138099653
6/25/2016,138099653
6/26/2016,138099653
6/27/2016,138726232
6/28/2016,138726232
6/29/2016,138726232
6/30/2016,139380098
7/1/2016,139380098
7/2/2016,139380098
7/3/2016,140016445
7/4/2016,140016445
7/5/2016,140016445
7/6/2016,140623108
7/7/2016,140623108
7/8/2016,140623108
7/9/2016,141264418
7/10/2016,141264418
7/11/2016,141264418
7/12/2016,141830178
7/13/2016,141830178
7/14/2016,141830178
7/15/2016,142483779
7/16/2016,142483779
7/17/2016,142483779
7/18/2016,143052608
7/19/2016,143052608
7/20/2016,143052608
7/21/2016,143724729
7/22/2016,143724729
7/23/2016,143724729
7/24/2016,144358967
7/25/2016,144358967
7/26/2016,144358967
7/27/2016,145021110
7/28/2016,145021110
7/29/2016,145021110
7/30/2016,145723125
7/31/2016,145723125
8/1/2016,145723125
8/2/2016,146339823
8/3/2016,146339823
8/4/2016,146339823
8/5/2016,147064064
8/6/2016,147064064
8/7/2016,147064064
8/8/2016,147679693
8/9/2016,147679693
8/10/2016,147679693
8/11/2016,148392775
8/12/2016,148392775
8/13/2016,148392775
8/14/2016,149093943
8/15/2016,149093943
8/16/2016,149093943
8/17/2016,149751870
8/18/2016,149751870
8/19/2016,149751870
8/20/2016,150474869
8/21/2016,150474869
8/22/2016,150474869
8/23/2016,151096839
8/24/2016,151096839
8/25/2016,151096839
8/26/2016,151805017
8/27/2016,151805017
8/28/2016,151805017
8/29/2016,152397494
8/30/2016,152397494
8/31/2016,152397494
9/1/2016,153099551
9/2/2016,153099551
9/3/2016,153099551
9/4/2016,153745688
9/5/2016,153745688
9/6/2016,153745688
9/7/2016,154388853
9/8/2016,154388853
9/9/2016,154388853
9/10/2016,155087012
9/11/2016,155087012
9/12/2016,155087012
9/13/2016,155669828
9/14/2016,155669828
9/15/2016,155669828
9/16/2016,156372460
9/17/2016,156372460
9/18/2016,156372460
9/19/2016,156992678
9/20/2016,156992678
9/21/2016,156992678
9/22/2016,157699018
9/23/2016,157699018
9/24/2016,157699018
9/25/2016,158362171
9/26/2016,158362171
9/27/2016,158362171
9/28/2016,159030221
9/29/2016,159030221
9/30/2016,159030221
10/1/2016,159758444
10/2/2016,159758444
10/3/2016,159758444
10/4/2016,160424277
10/5/2016,160424277
10/6/2016,160424277
10/7/2016,161229748
10/8/2016,161229748
10/9/2016,161229748
10/10/2016,161955206
10/11/2016,161955206
10/12/2016,161955206
10/13/2016,162676795
10/14/2016,162676795
10/15/2016,162676795
10/16/2016,163356315
10/17/2016,163356315
10/18/2016,163356315
10/19/2016,164042780
10/20/2016,164042780
10/21/2016,164042780
10/22/2016,164778698
10/23/2016,164778698
10/24/2016,164778698
10/25/2016,165412637
10/26/2016,165412637
10/27/2016,165412637
10/28/2016,166201161
10/29/2016,166201161
10/30/2016,166201161
10/31/2016,166888161
11/1/2016,166888161
11/2/2016,166888161
11/3/2016,167646148
11/4/2016,167646148
11/5/2016,167646148
11/6/2016,168403477
11/7/2016,168403477
11/8/2016,169199935
11/9/2016,169199935
11/10/2016,169199935
11/11/2016,169996175
11/12/2016,169996175
11/13/2016,169996175
11/14/2016,170715430
11/15/2016,170715430
11/16/2016,170715430
11/17/2016,171562995
11/18/2016,171562995
11/19/2016,171562995
11/20/2016,172332907
11/21/2016,172332907
11/22/2016,172332907
11/23/2016,173179444
11/24/2016,173179444
11/25/2016,173179444
11/26/2016,174101890
11/27/2016,174101890
11/28/2016,174101890
11/29/2016,174927253
11/30/2016,174927253
12/1/2016,174927253
12/2/2016,175775608
12/3/2016,175775608
12/4/2016,175775608
12/5/2016,176586689
12/6/2016,176586689
12/7/2016,176586689
12/8/2016,177500532
12/9/2016,177500532
12/10/2016,177500532
12/11/2016,178248794
12/12/2016,178248794
12/13/2016,178248794
12/14/2016,179096782
12/15/2016,179096782
12/16/2016,179096782
12/17/2016,179896884
12/18/2016,179896884
12/19/2016,179896884
12/20/2016,180710924
12/21/2016,180710924
12/22/2016,180710924
12/23/2016,181654768
12/24/2016,181654768
12/25/2016,181654768
12/26/2016,182339551
12/27/2016,182339551
12/28/2016,182339551
12/29/2016,183245492
12/30/2016,183245492
12/31/2016,183245492
1/1/2017,183961799
1/2/2017,183961799
1/3/2017,183961799
1/4/2017,184884526
1/5/2017,184884526
1/6/2017,184884526
1/7/2017,185801925
1/8/2017,185801925
1/9/2017,185801925
1/10/2017,186655527
1/11/2017,186655527
1/12/2017,186655527
1/13/2017,187526244
1/14/2017,187526244
1/15/2017,187526244
1/16/2017,188272195
1/17/2017,188272195
1/18/2017,188272195
1/19/2017,189163243
1/20/2017,189163243
1/21/2017,189163243
1/22/2017,189960748
1/23/2017,189960748
1/24/2017,189960748
1/25/2017,190780358
1/26/2017,190780358
1/27/2017,190780358
1/28/2017,191602539
1/29/2017,191602539
1/30/2017,191602539
1/31/2017,192400284
2/1/2017,192400284
2/2/2017,192400284
2/3/2017,193333476
2/4/2017,193333476
2/5/2017,193333476
2/6/2017,194139731
2/7/2017,194139731
2/8/2017,194139731
2/9/2017,195120214
2/10/2017,195120214
2/11/2017,195120214
2/12/2017,195922554
2/13/2017,195922554
2/14/2017,195922554
2/15/2017,196820613
2/16/2017,196820613
2/17/2017,196820613
2/18/2017,197709937
2/19/2017,197709937
2/20/2017,197709937
2/21/2017,198524321
2/22/2017,198524321
2/23/2017,198524321
2/24/2017,199476388
2/25/2017,199476388
2/26/2017,199476388
2/27/2017,200351965
2/28/2017,200351965
3/1/2017,200351965
3/2/2017,201323192
3/3/2017,201323192
3/4/2017,201323192
3/5/2017,202206462
3/6/2017,202206462
3/7/2017,202206462
3/8/2017,203118308
3/9/2017,203118308
3/10/2017,203118308
3/11/2017,204012189
3/12/2017,204012189
3/13/2017,204012189
3/14/2017,204012189
3/15/2017,204816495
3/16/2017,204816495
3/17/2017,204816495
3/18/2017,205728274
3/19/2017,205728274
3/20/2017,205728274
3/21/2017,206538993
3/22/2017,206538993
3/23/2017,206538993
3/24/2017,207430961
3/25/2017,207430961
3/26/2017,207430961
3/27/2017,208183230
3/28/2017,208183230
3/29/2017,208183230
3/30/2017,208994833
3/31/2017,208994833
4/1/2017,208994833
4/2/2017,209799698
4/3/2017,209799698
4/4/2017,209799698
4/5/2017,210587743
4/6/2017,210587743
4/7/2017,210587743
4/8/2017,211489676
4/9/2017,211489676
4/10/2017,211489676
4/11/2017,212229346
4/12/2017,212229346
4/13/2017,212229346
4/14/2017,213043164
4/15/2017,213043164
4/16/2017,213043164
4/17/2017,213815471
4/18/2017,213815471
4/19/2017,213815471
4/20/2017,214675280
4/21/2017,214675280
4/22/2017,214675280
4/23/2017,215541445
4/24/2017,215541445
4/25/2017,215541445
4/26/2017,216334128
4/27/2017,216334128
4/28/2017,216334128
4/29/2017,217271715
4/30/2017,217271715
5/1/2017,217271715
5/2/2017,218189730
5/3/2017,218189730
5/4/2017,218189730
5/5/2017,219173768
5/6/2017,219173768
5/7/2017,219173768
5/8/2017,220119534
5/9/2017,220119534
5/10/2017,220119534
5/11/2017,221129068
5/12/2017,221129068
5/13/2017,221129068
5/14/2017,222070336
5/15/2017,222070336
5/16/2017,222070336
5/17/2017,223001274
5/18/2017,223001274
5/19/2017,223001274
5/20/2017,223927742
5/21/2017,223927742
5/22/2017,223927742
5/23/2017,224935714
5/24/2017,224935714
5/25/2017,224935714
5/26/2017,225991952
5/27/2017,225991952
5/28/2017,225991952
5/29/2017,226963902
5/30/2017,226963902
5/31/2017,226963902
6/1/2017,227956097
6/2/2017,227956097
6/3/2017,227956097
6/4/2017,228851515
6/5/2017,228851515
6/6/2017,228851515
6/7/2017,229706676
6/8/2017,229706676
6/9/2017,229706676
6/10/2017,230635247
6/11/2017,230635247
6/12/2017,230635247
6/13/2017,231382646
6/14/2017,231382646
6/15/2017,231382646
6/16/2017,232254968
6/17/2017,232254968
6/18/2017,232254968
6/19/2017,232970155
6/20/2017,232970155
6/21/2017,232970155
6/22/2017,233790059
6/23/2017,233790059
6/24/2017,233790059
6/25/2017,234545444
6/26/2017,234545444
6/27/2017,234545444
6/28/2017,235249343
6/29/2017,235249343
6/30/2017,235249343
7/1/2017,236026202
7/2/2017,236026202
7/3/2017,236026202
7/4/2017,236698108
7/5/2017,236698108
7/6/2017,236698108
7/7/2017,237416725
7/8/2017,237416725
7/9/2017,237416725
7/10/2017,238068407
7/11/2017,238068407
7/12/2017,238068407
7/13/2017,238843535
7/14/2017,238843535
7/15/2017,238843535
7/16/2017,239539194
7/17/2017,239539194
7/18/2017,239539194
7/19/2017,240233338
7/20/2017,240233338
7/21/2017,240233338
7/22/2017,240987019
7/23/2017,240987019
7/24/2017,240987019
7/25/2017,241630558
7/26/2017,241630558
7/27/2017,241630558
7/28/2017,242337725
7/29/2017,242337725
7/30/2017,242337725
7/31/2017,242981228
8/1/2017,242981228
8/2/2017,242981228
8/3/2017,243552842
8/4/2017,243552842
8/5/2017,243552842
8/6/2017,244240858
8/7/2017,244240858
8/8/2017,244240858
8/9/2017,244965312
8/10/2017,244965312
8/11/2017,244965312
8/12/2017,245767643
8/13/2017,245767643
8/14/2017,245767643
8/15/2017,246547545
8/16/2017,246547545
8/17/2017,246547545
8/18/2017,247480589
8/19/2017,247480589
8/20/2017,247480589
8/21/2017,248269707
8/22/2017,248269707
8/23/2017,248269707
8/24/2017,249019577
8/25/2017,249019577
8/26/2017,249019577
8/27/2017,249658217
8/28/2017,249658217
8/29/2017,249658217
8/30/2017,250423130
8/31/2017,250423130
9/1/2017,250423130
9/2/2017,251259380
9/3/2017,251259380
9/4/2017,251259380
9/5/2017,251961553
9/6/2017,251961553
9/7/2017,251961553
9/8/2017,252772597
9/9/2017,252772597
9/10/2017,252772597
9/11/2017,253462800
9/12/2017,253462800
9/13/2017,253462800
9/14/2017,254235242
9/15/2017,254235242
9/16/2017,254235242
9/17/2017,255023773
9/18/2017,255023773
9/19/2017,255023773
9/20/2017,255723565
9/21/2017,255723565
9/22/2017,255723565
9/23/2017,256441730
9/24/2017,256441730
9/25/2017,256441730
9/26/2017,257058048
9/27/2017,257058048
9/28/2017,257058048
9/29/2017,257855129
9/30/2017,257855129
10/1/2017,257855129
10/2/2017,258526322
10/3/2017,258526322
10/4/2017,258526322
10/5/2017,259335557
10/6/2017,259335557
10/7/2017,259335557
10/8/2017,260122493
10/9/2017,260122493
10/10/2017,260122493
10/11/2017,260962901
10/12/2017,260962901
10/13/2017,260962901
10/14/2017,261858188
10/15/2017,261858188
10/16/2017,261858188
10/17/2017,262749769
10/18/2017,262749769
10/19/2017,262749769
10/20/2017,263770410
10/21/2017,263770410
10/22/2017,263770410
10/23/2017,264683511
10/24/2017,264683511
10/25/2017,264683511
10/26/2017,265661480
10/27/2017,265661480
10/28/2017,265661480
10/29/2017,266383322
10/30/2017,266383322
10/31/2017,266383322
11/1/2017,267310740
11/2/2017,267310740
11/3/2017,267310740
11/4/2017,268281249
11/5/2017,268281249
11/6/2017,269098994
11/7/2017,269098994
11/8/2017,269098994
11/9/2017,270075705
11/10/2017,270075705
11/11/2017,270075705
11/12/2017,270728389
11/13/2017,270728389
11/14/2017,270728389
11/15/2017,271631544
11/16/2017,271631544
11/17/2017,271631544
11/18/2017,272519017
11/19/2017,272519017
11/20/2017,272519017
11/21/2017,273491904
11/22/2017,273491904
11/23/2017,273491904
11/24/2017,274461282
11/25/2017,274461282
11/26/2017,274461282
11/27/2017,275506669
11/28/2017,275506669
11/29/2017,275506669
11/30/2017,276655859
12/1/2017,276655859
12/2/2017,276655859
12/3/2017,277747090
12/4/2017,277747090
12/5/2017,277747090
12/6/2017,278997634
12/7/2017,278997634
12/8/2017,278997634
12/9/2017,280160964
12/10/2017,280160964
12/11/2017,280160964
12/12/2017,281243773
12/13/2017,281243773
12/14/2017,281243773
12/15/2017,282565792
12/16/2017,282565792
12/17/2017,282565792
12/18/2017,283715925
12/19/2017,283715925
12/20/2017,283715925
12/21/2017,284800994
12/22/2017,284800994
12/23/2017,284800994
12/24/2017,285768307
12/25/2017,285768307
12/26/2017,285768307
12/27/2017,286552442
12/28/2017,286552442
12/29/2017,286552442
12/30/2017,287555016
12/31/2017,287555016
1/1/2018,287555016
1/2/2018,288429056
1/3/2018,288429056
1/4/2018,288429056
1/5/2018,289592587
1/6/2018,289592587
1/7/2018,289592587
1/8/2018,290665709
1/9/2018,290665709
1/10/2018,290665709
1/11/2018,291709927
1/12/2018,291709927
1/13/2018,291709927
1/14/2018,292512025
1/15/2018,292512025
1/16/2018,292512025
1/17/2018,293404775
1/18/2018,293404775
1/19/2018,293404775
1/20/2018,294197236
1/21/2018,294197236
1/22/2018,294197236
1/23/2018,294929690
1/24/2018,294929690
1/25/2018,294929690
1/26/2018,295638481
1/27/2018,295638481
1/28/2018,295638481
1/29/2018,296275901
1/30/2018,296275901
1/31/2018,296275901
2/1/2018,296975108
2/2/2018,296975108
2/3/2018,296975108
2/4/2018,297579967
2/5/2018,297579967
2/6/2018,297579967
2/7/2018,298254822
2/8/2018,298254822
2/9/2018,298254822
2/10/2018,298786784
2/11/2018,298786784
2/12/2018,298786784
2/13/2018,299306169
2/14/2018,299306169
2/15/2018,299306169
2/16/2018,299887754
2/17/2018,299887754
2/18/2018,299887754
2/19/2018,300408842
2/20/2018,300408842
2/21/2018,300408842
2/22/2018,300995812
2/23/2018,300995812
2/24/2018,300995812
2/25/2018,301478395
2/26/2018,301478395
2/27/2018,301478395
2/28/2018,302074987
3/1/2018,302074987
3/2/2018,302074987
3/3/2018,302681040
3/4/2018,302681040
3/5/2018,302681040
3/6/2018,303249000
3/7/2018,303249000
3/8/2018,303249000
3/9/2018,303857516
3/10/2018,303857516
3/11/2018,303857516
3/12/2018,303857516
3/13/2018,304351957
3/14/2018,304351957
3/15/2018,304351957
3/16/2018,304944343
3/17/2018,304944343
3/18/2018,304944343
3/19/2018,305450795
3/20/2018,305450795
3/21/2018,305450795
3/22/2018,306033506
3/23/2018,306033506
3/24/2018,306033506
3/25/2018,306554674
3/26/2018,306554674
3/27/2018,306554674
3/28/2018,307065165
3/29/2018,307065165
3/30/2018,307065165
3/31/2018,307621826
4/1/2018,307621826
4/2/2018,307621826
4/3/2018,308073189
4/4/2018,308073189
4/5/2018,308073189
4/6/2018,308638681
4/7/2018,308638681
4/8/2018,308638681
4/9/2018,309105098
4/10/2018,309105098
4/11/2018,309105098
4/12/2018,309650967
4/13/2018,309650967
4/14/2018,309650967
4/15/2018,310243378
4/16/2018,310243378
4/17/2018,310243378
4/18/2018,310814757
4/19/2018,310814757
4/20/2018,310814757
4/21/2018,311436020
4/22/2018,311436020
4/23/2018,311436020
4/24/2018,312029818
4/25/2018,312029818
4/26/2018,312029818
4/27/2018,312713491
4/28/2018,312713491
4/29/2018,312713491
4/30/2018,313307396
5/1/2018,313307396
5/2/2018,313307396
5/3/2018,313935418
5/4/2018,313935418
5/5/2018,313935418
5/6/2018,314584099
5/7/2018,314584099
5/8/2018,314584099
5/9/2018,315180744
5/10/2018,315180744
5/11/2018,315180744
5/12/2018,315808884
5/13/2018,315808884
5/14/2018,315808884
5/15/2018,316358924
5/16/2018,316358924
5/17/2018,316358924
5/18/2018,316975560
5/19/2018,316975560
5/20/2018,316975560
5/21/2018,317519701
5/22/2018,317519701
5/23/2018,317519701
5/24/2018,318149806
5/25/2018,318149806
5/26/2018,318149806
5/27/2018,318709582
5/28/2018,318709582
5/29/2018,318709582
5/30/2018,319249712
5/31/2018,319249712
6/1/2018,319249712
6/2/2018,319866167
6/3/2018,319866167
6/4/2018,319866167
6/5/2018,320414251
6/6/2018,320414251
6/7/2018,320414251
6/8/2018,321042759
6/9/2018,321042759
6/10/2018,321042759
6/11/2018,321594104
6/12/2018,321594104
6/13/2018,321594104
6/14/2018,322234256
6/15/2018,322234256
6/16/2018,322234256
6/17/2018,322808285
6/18/2018,322808285
6/19/2018,322808285
6/20/2018,323340398
6/21/2018,323340398
6/22/2018,323340398
6/23/2018,323943746
6/24/2018,323943746
6/25/2018,323943746
6/26/2018,324463101
6/27/2018,324463101
6/28/2018,324463101
6/29/2018,325036995
6/30/2018,325036995
7/1/2018,325036995
7/2/2018,325569824
7/3/2018,325569824
7/4/2018,325569824
7/5/2018,326193849
7/6/2018,326193849
7/7/2018,326193849
7/8/2018,326763721
7/9/2018,326763721
7/10/2018,326763721
7/11/2018,327342411
7/12/2018,327342411
7/13/2018,327342411
7/14/2018,327956850
7/15/2018,327956850
7/16/2018,327956850
7/17/2018,328503258
7/18/2018,328503258
7/19/2018,328503258
7/20/2018,329199348
7/21/2018,329199348
7/22/2018,329199348
7/23/2018,329777040
7/24/2018,329777040
7/25/2018,329777040
7/26/2018,330516827
7/27/2018,330516827
7/28/2018,330516827
7/29/2018,331165608
7/30/2018,331165608
7/31/2018,331165608
8/1/2018,331809220
8/2/2018,331809220
8/3/2018,331809220
8/4/2018,332504613
8/5/2018,332504613
8/6/2018,332504613
8/7/2018,333087523
8/8/2018,333087523
8/9/2018,333087523
8/10/2018,333776670
8/11/2018,333776670
8/12/2018,333776670
8/13/2018,334361876
8/14/2018,334361876
8/15/2018,334361876
8/16/2018,335078184
8/17/2018,335078184
8/18/2018,335078184
8/19/2018,335734719
8/20/2018,335734719
8/21/2018,335734719
8/22/2018,336335154
8/23/2018,336335154
8/24/2018,336335154
8/25/2018,337002185
8/26/2018,337002185
8/27/2018,337002185
8/28/2018,337595312
8/29/2018,337595312
8/30/2018,337595312
8/31/2018,338302056
9/1/2018,338302056
9/2/2018,338302056
9/3/2018,338938147
9/4/2018,338938147
9/5/2018,338938147
9/6/2018,339640512
9/7/2018,339640512
9/8/2018,339640512
9/9/2018,340327940
9/10/2018,340327940
9/11/2018,340327940
9/12/2018,340976549
9/13/2018,340976549
9/14/2018,340976549
9/15/2018,341668733
9/16/2018,341668733
9/17/2018,341668733
9/18/2018,342298731
9/19/2018,342298731
9/20/2018,342298731
9/21/2018,343048853
9/22/2018,343048853
9/23/2018,343048853
9/24/2018,343748212
9/25/2018,343748212
9/26/2018,343748212
9/27/2018,344481298
9/28/2018,344481298
9/29/2018,344481298
9/30/2018,345202714
10/1/2018,345202714
10/2/2018,345202714
10/3/2018,345897079
10/4/2018,345897079
10/5/2018,345897079
10/6/2018,346626975
10/7/2018,346626975
10/8/2018,346626975
10/9/2018,347311050
10/10/2018,347311050
10/11/2018,347311050
10/12/2018,348053877
10/13/2018,348053877
10/14/2018,348053877
10/15/2018,348691915
10/16/2018,348691915
10/17/2018,348691915
10/18/2018,349478101
10/19/2018,349478101
10/20/2018,349478101
10/21/2018,350214208
10/22/2018,350214208
10/23/2018,350214208
10/24/2018,350934362
10/25/2018,350934362
10/26/2018,350934362
10/27/2018,351695700
10/28/2018,351695700
10/29/2018,351695700
10/30/2018,352418320
10/31/2018,352418320
11/1/2018,352418320
11/2/2018,353271482
11/3/2018,353271482
11/4/2018,354045146
11/5/2018,354045146
11/6/2018,354045146
11/7/2018,354917733
11/8/2018,354917733
11/9/2018,354917733
11/10/2018,355730743
11/11/2018,355730743
11/12/2018,355730743
11/13/2018,356555806
11/14/2018,356555806
11/15/2018,356555806
11/16/2018,357423738
11/17/2018,357423738
11/18/2018,357423738
11/19/2018,358195175
11/20/2018,358195175
11/21/2018,358195175
11/22/2018,359003417
11/23/2018,359003417
11/24/2018,359003417
11/25/2018,359769385
11/26/2018,359769385
11/27/2018,359769385
11/28/2018,360548754
11/29/2018,360548754
11/30/2018,360548754
12/1/2018,361286427
12/2/2018,361286427
12/3/2018,361286427
12/4/2018,362020227
12/5/2018,362020227
12/6/2018,362020227
12/7/2018,362811308
12/8/2018,362811308
12/9/2018,362811308
12/10/2018,363537909
12/11/2018,363537909
12/12/2018,363537909
12/13/2018,364319466
12/14/2018,364319466
12/15/2018,364319466
12/16/2018,365084181
12/17/2018,365084181
12/18/2018,365084181
12/19/2018,365952427
12/20/2018,365952427
12/21/2018,365952427
12/22/2018,366772667
12/23/2018,366772667
12/24/2018,366772667
12/25/2018,367559150
12/26/2018,367559150
12/27/2018,367559150
12/28/2018,368450145
12/29/2018,368450145
12/30/2018,368450145
12/31/2018,369240247
1/1/2019,369240247
1/2/2019,369240247
1/3/2019,370039173
1/4/2019,370039173
1/5/2019,370039173
1/6/2019,370844663
1/7/2019,370844663
1/8/2019,370844663
1/9/2019,371764711
1/10/2019,371764711
1/11/2019,371764711
1/12/2019,372685575
1/13/2019,372685575
1/14/2019,372685575
1/15/2019,373591457
1/16/2019,373591457
1/17/2019,373591457
1/18/2019,374498314
1/19/2019,374498314
1/20/2019,374498314
1/21/2019,375390878
1/22/2019,375390878
1/23/2019,375390878
1/24/2019,376287875
1/25/2019,376287875
1/26/2019,376287875
1/27/2019,377152636
1/28/2019,377152636
1/29/2019,377152636
1/30/2019,378109678
1/31/2019,378109678
2/1/2019,378109678
2/2/2019,379125892
2/3/2019,379125892
2/4/2019,379125892
2/5/2019,380114335
2/6/2019,380114335
2/7/2019,380114335
2/8/2019,381152017
2/9/2019,381152017
2/10/2019,381152017
2/11/2019,382076756
2/12/2019,382076756
2/13/2019,382076756
2/14/2019,383058777
2/15/2019,383058777
2/16/2019,383058777
2/17/2019,384014329
2/18/2019,384014329
2/19/2019,384014329
2/20/2019,385019779
2/21/2019,385019779
2/22/2019,385019779
2/23/2019,385996720
2/24/2019,385996720
2/25/2019,385996720
2/26/2019,387020618
2/27/2019,387020618
2/28/2019,387020618
3/1/2019,388088041
3/2/2019,388088041
3/3/2019,388088041
3/4/2019,389081411
3/5/2019,389081411
3/6/2019,389081411
3/7/2019,389926079
3/8/2019,389926079
3/9/2019,389926079
3/10/2019,389926079
3/11/2019,390665188
3/12/2019,390665188
3/13/2019,390665188
3/14/2019,391532118
3/15/2019,391532118
3/16/2019,391532118
3/17/2019,392390409
3/18/2019,392390409
3/19/2019,392390409
3/20/2019,393213190
3/21/2019,393213190
3/22/2019,393213190
3/23/2019,394117664
3/24/2019,394117664
3/25/2019,394117664
3/26/2019,394917292
3/27/2019,394917292
3/28/2019,394917292
3/29/2019,396060389
3/30/2019,396060389
3/31/2019,396060389
4/1/2019,397191600
4/2/2019,397191600
4/3/2019,397191600
4/4/2019,398322282
4/5/2019,398322282
4/6/2019,398322282
4/7/2019,399422126
4/8/2019,399422126
4/9/2019,399422126
4/10/2019,400491259
4/11/2019,400491259
4/12/2019,400491259
4/13/2019,401667494
4/14/2019,401667494
4/15/2019,401667494
4/16/2019,402751849
4/17/2019,402751849
4/18/2019,402751849
4/19/2019,403845132
4/20/2019,403845132
4/21/2019,403845132
4/22/2019,404918202
4/23/2019,404918202
4/24/2019,404918202
4/25/2019,405977267
4/26/2019,405977267
4/27/2019,405977267
4/28/2019,407102106
4/29/2019,407102106
4/30/2019,407102106
5/1/2019,408194316
5/2/2019,408194316
5/3/2019,408194316
5/4/2019,409467939
5/5/2019,409467939
5/6/2019,409467939
5/7/2019,410533718
5/8/2019,410533718
5/9/2019,410533718
5/10/2019,411619340
5/11/2019,411619340
5/12/2019,411619340
5/13/2019,412624734
5/14/2019,412624734
5/15/2019,412624734
5/16/2019,413750644
5/17/2019,413750644
5/18/2019,413750644
5/19/2019,414847973
5/20/2019,414847973
5/21/2019,414847973
5/22/2019,415958184
5/23/2019,415958184
5/24/2019,415958184
5/25/2019,417115354
5/26/2019,417115354
5/27/2019,417115354
5/28/2019,418228062
5/29/2019,418228062
5/30/2019,418228062
5/31/2019,419400188
6/1/2019,419400188
6/2/2019,419400188
6/3/2019,420332734
6/4/2019,420332734
6/5/2019,420332734
6/6/2019,421374564
6/7/2019,421374564
6/8/2019,421374564
6/9/2019,422381534
6/10/2019,422381534
6/11/2019,422381534
6/12/2019,423377718
6/13/2019,423377718
6/14/2019,423377718
6/15/2019,424435522
6/16/2019,424435522
6/17/2019,424435522
6/18/2019,425381442
6/19/2019,425381442
6/20/2019,425381442
6/21/2019,426507765
6/22/2019,426507765
6/23/2019,426507765
6/24/2019,427579844
6/25/2019,427579844
6/26/2019,427579844
6/27/2019,428729222
6/28/2019,428729222
6/29/2019,428729222
6/30/2019,429854710
7/1/2019,429854710
7/2/2019,429854710
7/3/2019,430894074
7/4/2019,430894074
7/5/2019,430894074
7/6/2019,432041973
7/7/2019,432041973
7/8/2019,432041973
7/9/2019,433083366
7/10/2019,433083366
7/11/2019,433083366
7/12/2019,434090079
7/13/2019,434090079
7/14/2019,434090079
7/15/2019,435059067
7/16/2019,435059067
7/17/2019,435059067
7/18/2019,436096727
7/19/2019,436096727
7/20/2019,436096727
7/21/2019,437033906
7/22/2019,437033906
7/23/2019,437033906
7/24/2019,437958818
7/25/2019,437958818
7/26/2019,437958818
7/27/2019,438910919
7/28/2019,438910919
7/29/2019,438910919
7/30/2019,439801073
7/31/2019,439801073
8/1/2019,439801073
8/2/2019,440825797
8/3/2019,440825797
8/4/2019,440825797
8/5/2019,441802055
8/6/2019,441802055
8/7/2019,441802055
8/8/2019,442880797
8/9/2019,442880797
8/10/2019,442880797
8/11/2019,443862827
8/12/2019,443862827
8/13/2019,443862827
8/14/2019,444803906
8/15/2019,444803906
8/16/2019,444803906
8/17/2019,445843302
8/18/2019,445843302
8/19/2019,445843302
8/20/2019,446738249
8/21/2019,446738249
8/22/2019,446738249
8/23/2019,447702294
8/24/2019,447702294
8/25/2019,447702294
8/26/2019,448636850
8/27/2019,448636850
8/28/2019,448636850
8/29/2019,449621620
8/30/2019,449621620
8/31/2019,449621620
9/1/2019,450660388
